thai,phone
พายุไซโคลน,
พายุดีเปรสชัน,PA-1 juʔ4 dI-1 prEt2 Can1
พายุไต้ฝุ่น,PA-1 juʔ4 taj3 fun2
พายุทอร์นาโด,PA-1 juʔ4 TX-1 nA-1 dO-1
พายุนอกโซนร้อน,
พายุบุแคม,
พายุฝน,PA-1 juʔ4 fon5
พายุฝุ่น,
พายุฟ้าคะนอง,PA-1 juʔ4 fA-4 Kaʔ4 nXŋ1
พายุลูกเห็บ,PA-1 juʔ4 lUk3 hep2
พายุหมุน,PA-1 juʔ4 mun5
พายุเฮอริเคน,PA-1 juʔ4 hZ-1 riʔ4 KEn1
พาร์,PA-1
พาร์ก,
พาร์กินสัน,PA-1 kin1 san5
พาร์ค,
พาร์เซก,PA-1 sEk3
พารณ,
พารณะ,
พาร์ตไทม์,
พาร์ตเนอร์,PAd3 nZ-1
พาร์ท,
พาร์ทไทม์,
พาร์ทเนอร์,
พาร์ทเนอร์ส,
พาร์ทิชัน,
พาร์มา,
พารา,PA-1 rA-1
พารากอน,PA-1 rA-1 kXn1
พารากอนฮอลล์,
พาราเซตามอล,PA-1 rA-1 sE-1 tA-1 mXn1
พาราณสี,
พาราเดียม,
พาราไดซ์,
พาราโบลา,
พาราฟิน,PA-1 rA-1 fin1
พารามิเตอร์,
พาล,PAn1
พาลกระแชง,
พาลเกเร,PAn1 kE-1 rE-1
พาลรีพาลขวาง,
พาลา,
พาลินโดรม,
พาลี,
พาลีหลายหน้า,
พาลุก,
พาเลซ,
พาโล,PA-1 lO-1
พาไล,
พาวเวอร์,PAw1 wZ-1
พาวเว่อร์,PAw1 wZ-3
พาส,PAt3
พาสเจอร์ไรส์,PAt3 cZ-1 raj1
พาสเจอไรซ์,
พาสตา,
พาสต้า,PAt3 tA-3
พาสเทล,
พาสน์,
พาสนา,
พาสปอร์ต,PAt3 pXd2
พาสเวิร์ด,PAt3 wZt3
พาสุกรี,
พ่าห์,
พาหนะ,PA-1 ha-2 naʔ4
พาหะ,PA-1 haʔ2
พาหา,
พาหิรกะ,
พาหิระ,
พาหุ,
พาหุยุทธ์,
พาหุรัด,PA-1 huʔ2 rat4
พาหุสัจจะ,
พาเหรด,
พาเหียร,
พาฬ,
พาฬมฤค,
พาฬหะ,
พำ,Pam1
พำ ๆ,
พำนัก,Pam1 nak4
พำพวก,
พำพึม,
พำลา,
พิกเซล,Pik4 sEn1
พิกล,Piʔ4 kon1
พิกลพิการ,Piʔ4 kon1 Piʔ4 kAn1
พิกเลนทรีย์,
พิกสิต,
พิกัด,Piʔ4 kat2
พิกัดยา,
พิกัดอัตราศุลกากร,
พิกัติ,
พิกัน,
พิการ,Piʔ4 kAn1
พิกุล,Piʔ4 kun1
พิกุลป่า,
พิเคราะห์,Piʔ4 Krɔʔ4
พิฆน์,
พิฆเนศ,Pik4 nEt3
พิฆเนศวร,Pik4 nE-1 sVn5
พิฆาต,Piʔ4 KAt3
พิง,Piŋ1
พิจยะ,
พิจล,
พิจัย,
พิจาร,
พิจารณ์,Piʔ4 cAn1
พิจารณา,Piʔ4 cA-1 ra-4 nA-1
พิจารณาคดี,Piʔ4 cA-1 ra-4 nA-1 Ka-4 dI-1
พิจิก,Piʔ4 cik2
พิจิต,
พิจิตร,Piʔ4 cit2
พิชญ์,Pit4
พิชย,
พิชัย,
พิชัยสงคราม,Piʔ4 Caj1 soŋ5 KrAm1
พิชาน,
พิชิต,Piʔ4 Cit4
พิชิตมาร,
พิเชฐ,
พิเชษฐ์,
พิเชียร,
พิซซ่า,Pis4 sA-3
พิซซ่าฮัท,
พิฑูรย์,Piʔ4 TUn1
พิณ,Pin1
พิณพาทย์,Pin1 PAt3
พิณพาทย์เครื่องคู่,
พิณพาทย์เครื่องห้า,
พิณพาทย์เครื่องใหญ่,
พิดทูล,
พิดรก,
พิดาน,
พิโดร,
พิตร,
พิตสเบอร์ก,
พิถย,
พิถยันดร,
พิถี,
พิถีพิถัน,Piʔ4 TI-5 Piʔ4 Tan5
พิทย,Pit4 Ta-4 ja-4
พิทย์,
พิทยา,Pit4 Ta-4 jA-1
พิทยาคม,Pit4 Ta-4 jA-1 Kom1
พิทยาคาร,Pit4 Ta-4 jA-1 KAn1
พิทยาธร,
พิทยานุกูล,
พิทยาพล,
พิทยาลัย,
พิทักษ์,Piʔ4 Tak4
พิทักษ์ทรัพย์,
พิทักษ์สันติ,
พิทาเนียม,
พิทูร,Piʔ4 TUn1
พิทูอิตารี,
พิเทศ,Piʔ4 TEt3
พิธาน,
พิธี,Piʔ4 TI-1
พิธีกร,Piʔ4 TI-1 kXn1
พิธีกรรม,Piʔ4 TI-1 kam1
พิธีการ,Piʔ4 TI-1 kAn1
พิธีจุ่ม,
พิธีแตก,
พิธีแต่งงาน,Piʔ4 TI-1 tɛŋ2 ŋAn1
พิธีทางศาสนา,
พิธีมณฑล,
พิธีมังคลาภิเษก,
พิธีรีตอง,Piʔ4 TI-1 rI-1 tXŋ1
พิธีศพ,Piʔ4 TI-1 sop2
พิธีสมรส,Pi-4 TI-1 som5 rot4
พิธีสรงมูรธาภิเษก,
พิธีสาร,Piʔ4 TI-1 sAn5
พิธีสู่ขวัญ,
พิธีอุมเราะห์,
พิธีฮัจญ์,
พิธุ,
พิธุร,
พินทุ,Pin1 Tuʔ4
พินทุกัป,
พินทุกัปปะ,
พินทุสร,
พินทุอิ,
พินทุ์อิ,
พินนาเคิล,
พินพง,
พิ่นพั่ง,
พินอบพิเทา,Piʔ4 nXp3 Piʔ4 Taw1
พินอิน,
พินัย,
พินัยกรรม,Piʔ4 naj1 kam1
พินัยหลวง,
พินาศ,Piʔ4 nAt3
พินิจ,Piʔ4 nit4
พินิจพิเคราะห์,Piʔ4 nit4 Piʔ4 Krɔʔ4
พินิต,
พินิศ,Piʔ4 nit4
พินิศจัย,
พิเนต,
พิบัติ,Piʔ4 bat2
พิบาก,
พิบุล,
พิบูล,
พิบูลมังสาหาร,
พิปริต,
พิปลาส,
พิปัสสนา,
พิพรรธ,
พิพรรธน์,
พิพักพิพ่วน,Piʔ4 Pak4 Piʔ4 PVn3
พิพัฒ,
พิพัฒน์,Piʔ4 Pat4
พิพากษ์,
พิพากษา,Piʔ4 PAk3 sA-5
พิพาท,Piʔ4 PAt3
พิพิธ,
พิพิธภัณฑ์,Pi-4 Pit4 Ta-4 Pan1
พิพิธภัณฑสถาน,Pi-4 Pit4 Ta-1 Pan1 Ta-4 sa-1 TAn5
พิพิธภัณฑสถานแห่งชาติ,Piʔ4 Pit4 Taʔ4 Pan1 Taʔ4 sa-1 TAn5 hɛŋ2 CAt3
พิพิธภัณฑ์สัตว์น้ำ,Piʔ4 Pit4 Ta-4 Pan1 sat2 nAm4
พิพิธภัณท์,
พิภพ,Piʔ4 Pop4
พิภัช,
พิภาค,
พิภูษณะ,
พิเภก,Piʔ4 PEk3
พิม,
พิมการัง,
พิมปะการัง,
พิมพ,
พิมพ์,Pim1
พิมพการัง,
พิมพ์เขียว,Pim1 KJw5
พิมพ์ใจ,Pim1 caj1
พิมพ์ดีด,Pim1 dIt2
พิมพ์ทอง,
พิมพ์ลายนิ้วมือ,
พิมพ์ลายมือ,
พิมพ์สอดสี,
พิมพ์สัมผัส,
พิมพ์หนังสือ,Pim1 naŋ5 sW-5
พิมพา,
พิมพาภรณ์,
พิมพิสาร,
พิมโพหนะ,
พิมล,Piʔ4 mon1
พิมเสน,Pim1 sEn5
พิมาน,Piʔ4 mAn1
พิมานชัยศรี,
พิมาย,
พิมุข,
พิโมกข์,
พิโมกษ์,
พิโยกพิเกน,
พิโยค,
พิรอด,
พิระ,
พิรากล,
พิราบ,Piʔ4 rAp3
พิราม,Piʔ4 rAm1
พิราลัย,Piʔ4 rA-1 laj1
พิริย,
พิริยพฤนท์,
พิริยโยธา,
พิริยะ,Piʔ4 riʔ4 jaʔ4
พิรี้พิไร,Piʔ4 rI-4 Piʔ4 raj1
พิรุณ,Piʔ4 run1
พิรุธ,Piʔ4 rut4
พิรุฬห์,
พิเรน,Piʔ4 rEn1
พิเรนทร์,Piʔ4 rEn1
พิเราะ,
พิโรธ,Piʔ4 rOt3
พิไร,Piʔ4 raj1
พิลังกาสา,
พิลาทิส,
พิลาป,Piʔ4 lAp3
พิลาลส,
พิลาวัล,
พิลาส,Piʔ4 lAt3
พิลิปดา,Piʔ4 lip4 dA-1
พิลึก,Piʔ4 lɯk4
พิลึกกึกกือ,Piʔ4 lɯk4 kɯk2 kW-1
พิลึกพิลั่น,Piʔ4 lɯk4 Piʔ4 lan3
พิโลน,
พิโลล,
พิไล,Piʔ4 laj1
พิวรีน,
พิศ,Pit4
พิศดาร,
พิศดู,Pi-4 sa-1 dU-1
พิศวง,Pit4 sa-1 woŋ5
พิศวงงงงวย,Pit4 sa-1 woŋ5 ŋoŋ1 ŋVj1
พิศวาส,Pit4 sa-1 wAt2
พิศาล,Piʔ4 sAn5
พิศุทธ์,
พิศุทธิ์,
พิเศษ,Piʔ4 sEt2
พิษ,Pit4
พิษงู,Pit4 ŋU-1
พิษฐาน,Pit4 sa-1 TAn5
พิษณุโลก,Pit4 sa-1 nuʔ4 lOk3
พิษนาศน์,
พิษภัย,Pit4 Paj1
พิษร้าย,Pit4 rAj4
พิษวิทยา,
พิษสง,Pit4 soŋ5
พิษสมโยค,
พิษสุนัขบ้า,
พิษสุราเรื้อรัง,Pit4 suʔ2 rA-1 rR-4 raŋ1
พิสดาร,Pit4 sa-1 dAn1
พิสมร,
พิสมัย,Pit4 sa-1 maj5
พิสมัยเรียงหมอน,
พิสัง,
พิสัช,
พิสัญญี,
พิสัย,Piʔ4 saj5
พิสิฐ,
พิสุทธิ์,
พิสูจน์,Piʔ4 sUt2
พิสูจน์ฝีมือ,
พิสูจน์เลือด,
พิสูจน์อักษร,Piʔ4 sUt2 ʔak2 sXn5
พิหค,
พิหเคนทร์,
พิหาร,Piʔ4 hAn5
พิหารี,
พิฬาร,Piʔ4 lAn1
พี,PI-1
พี่,PI-3
พี้,PI-4
พี่เขย,PI-3 KZj5
พีค,PIk3
พีเค,PI-1 KE-1
พีจีเอ็ม เร็คคอร์ด,
พีจีแอล,
พีช,PIt3
พีชคณิต,PI-1 Ca-4 Ka-4 nit4
พี่ชาย,PI-3 CAj1
พีซี,PI-1 sI-1
พีท,PIt3
พีทีวี,
พีธีกร,
พี่น้อง,PI-3 nXŋ4
พี่น้องร่วมชาติ,PI-3 nXŋ4 rVm3 CAt3
พีเน็ต,
พีบีเอส,
พี่เบิ้ม,PI-3 bZm3
พีพีวี,
พี้โพ้,
พีร,
พีระมิด,
พีเรียด,
พี่เลี้ยง,PI-3 lJŋ4
พีวีซี,
พี่สะใภ้,PI-3 saʔ2 Paj4
พี่สาว,PI-3 sAw5
พี่ใหญ่,PI-3 jaj2
พีอาร์,
พีเอ็ม,
พีเอส,
พีโอ,
พึง,Pɯŋ1
พึ่ง,Pɯŋ3
พึงกระทำ,
พึ่งจมูกคนอื่นหายใจ,
พึงใจ,Pɯŋ1 caj1
พึ่งตนเอง,Pɯŋ3 ton1 ʔEŋ1
พึ่งตัวเอง,Pɯŋ3 tV-1 ʔEŋ1
พึงตา,
พึ่งใบบุญ,Pɯŋ3 baj1 bun1
พึงประสงค์,Pɯŋ1 pra-1 soŋ5
พึงปรารถนา,Pɯŋ1 prAt2 Ta-2 nA-5
พึงพอใจ,Pɯŋ1 PX-1 caj1
พึ่งพา,Pɯŋ3 PA-1
พึ่งพาอาศัย,Pɯŋ3 PA-1 ʔA-1 saj5
พึ่งพิง,Pɯŋ3 Piŋ1
พึงมี,
พึงระวัง,
พึ่งลำแข้งตัวเอง,
พึงสังเกต,Pɯŋ1 saŋ5 kEt2
พึ่บ,
พึ่บพั่บ,
พึม,Pɯm1
พึม ๆ,
พึมพำ,Pɯm1 Pam1
พืช,PWt3
พืชกินสัตว์,
พืชคลุมดิน,
พืชคาม,
พืชชั้นต่ำ,
พืชชั้นสูง,
พืชดอก,
พืชน้ำ,
พืชใบเลี้ยงเดี่ยว,
พืชผล,PWt3 Pon5
พืชผัก,
พืชผักสวนครัว,
พืชพรรณ,PWt3 Pan1
พืชพันธุ์,PWt3 Pan1
พืชมงคล,
พืชเมืองร้อน,PWt3 mRŋ1 rXn4
พืชไร่,PWt3 raj3
พืชล้มลุก,PWt3 lom4 luk4
พืชเศรษฐกิจ,PWt3 sEt2 Ta-2 kit2
พืชสวน,PWt3 sVn5
พืชสีเขียว,
พืชหมุนเวียน,
พืชเหง้า,
พืชอาศัย,
พืด,PWt3
พื้น,PWn4
พื้น ๆ,
พื้นๆ,
พื้นกระเบื้อง,
พื้นความรู้,PWn4 KwAm1 rU-4
พื้นคอนกรีต,
พื้นฐาน,PWn4 TAn5
พื้นฐานการศึกษา,
พื้นดิน,PWn4 din1
พื้นดี,
พื้นเดิม,
พื้นถนน,
พื้นถิ่น,PWn4 Tin2
พื้นทราย,
พื้นทวีป,
พื้นท้อง,
พื้นที่,PWn4 TI-3
พื้นที่ชลประทาน,
พื้นที่ต่ำ,
พื้นที่เพาะปลูก,
พื้นที่รับน้ำ,
พื้นที่ราบ,PWn4 TI-3 rAp3
พื้นที่หน้าตัด,
พื้นน้ำ,PWn4 nAm4
พื้นบ้าน,PWn4 bAn3
พื้นปฐพี,
พื้นผิว,PWn4 Piw5
พื้นเพ,PWn4 PE-1
พื้นภูมิ,
พื้นเมือง,PWn4 mRŋ1
พื้นราบ,PWn4 rAp3
พื้นเรือน,
พื้นโลก,PWn4 lOk3
พื้นเวที,
พื้นสนาม,
พื้นเสีย,
พื้นหญ้า,
พื้นห้อง,
พื้นหินขัด,
พุ,Puʔ4
พุก,Puk4
พุกาม,
พุกามประเทศ,
พุง,Puŋ1
พุ่ง,Puŋ3
พุ่งกระฉูด,Puŋ3 kra-1 CUt2
พุงกะทิ,
พุงกาง,Puŋ1 kAŋ1
พุงแก,
พุงจง,
พุ่งชน,Puŋ3 Con1
พุงดอ,
พุ่งตรง,
พุ่งตัว,
พุงทะลาย,
พุ่งประเด็น,
พุงปลา,
พุงปลาช่อน,
พุงปลิ้น,
พุงป่อง,
พุ่งพรวด,
พุ่งพล่าน,
พุงพลุ้ย,Puŋ1 Pluj4
พุงพวง,
พุงโร,
พุ่งหลาว,
พุ่งหอกเข้ารก,
พุ่งแหลน,Puŋ3 lYn5
พุฒ,
พุฒิ,
พุด,Put4
พุดดิ้ง,
พุดตาน,
พุทธ,Put4
พุทธกาล,Put4 Taʔ4 kAn1
พุทธคยา,Put4 Ta-4 Ka-4 jA-1
พุทธคุณ,Put4 Taʔ4 Kun1
พุทธจักร,
พุทธเจดีย์,
พุทธเจ้า,Put4 Ta-4 caw3
พุทธชาด,
พุทธฎีกา,
พุทธตันตระ,Put4 Taʔ4 tan1 traʔ2
พุทธธรรม,Put4 Taʔ4 Tam1
พุทธบริษัท,Put4 Taʔ4 bX-1 riʔ4 sat2
พุทธบูชา,Put4 Taʔ4 bU-1 CA-1
พุทธปฏิมา,
พุทธปฏิมากร,
พุทธประวัติ,Put4 Ta-4 pra-1 wat2
พุทธปรัชญา,
พุทธภาษิต,
พุทธภูมิ,
พุทธมณฑล,
พุทธมามกะ,Put4 Ta-4 mAm1 ma-4 kaʔ2
พุทธรักษา,
พุทธรูป,Put4 Taʔ4 rUp3
พุทธลักษณ์,
พุทธศตวรรษ,Put4 Taʔ4 sa-1 ta-2 wat4
พุทธศักราช,Put4 Taʔ4 sak2 ka-2 rAt2
พุทธศาสตร์,Put4 Ta-4 sAt2
พุทธศาสนา,Put4 Taʔ4 sAt2 sa-1 nA-5
พุทธศาสนิกชน,Put4 Ta-4 sAt2 sa-1 nik4 ka-2 Con1
พุทธสถาน,
พุทธสมัย,
พุทธสมาคม,
พุทธองค์,Put4 Taʔ4 ʔoŋ1
พุทธะ,Put4 Taʔ4
พุทธังกูร,
พุทธันดร,Put4 Tan1 dXn1
พุทธางกูร,
พุทธาภิเษก,
พุทธาวาส,
พุทธิ,Put4 Tiʔ4
พุทธิปัญญา,
พุทธิศึกษา,
พุทธุปบาทกาล,
พุทโธ,
พุทโธ่,Put3 TO-3
พุทรา,Put4 sA-1
พุธ,Put4
พุธะ,
พุโธ,
พุนพิน,
พุพอง,Puʔ4 PXŋ1
พุ่ม,Pum3
พุ่มกัณฑ์เทศน์,
พุ่มข้าวบิณฑ์,
พุ่มดอกไม้,
พุ่มทรงข้าวบิณฑ์,
พุ่มเทียน,
พุ่มพวง,Pum3 PVŋ1
พุ่มม่าย,Pum3 mAj3
พุ่มไม้,Pum3 mAj4
พุมเรียง,
พุ้ย,Puj4
พุ้ยน้ำ,Puj4 nAm4
พู,PU-1
พู่,PU-3
พู่กลิ่น,
พู่กัน,PU-3 kan1
พูกาม,
พูด,PUt3
พูดกำกวม,
พูดเก่ง,PUt3 keŋ2
พูดโกหก,PUt3 kO-1 hok2
พูดคล่อง,PUt3 KlXŋ3
พูดคล่องเหมือนล่องน้ำ,
พูดความจริง,
พูดค่อย,
พูดคุย,PUt3 Kuj1
พูดงึมงำ,PUt3 ŋɯm1 ŋam1
พูดจนลิงหลับ,
พูดจริงทำจริง,
พูดจ้อ,PUt3 cX-3
พูดจา,PUt3 cA-1
พูดเจื้อยแจ้ว,
พูดซ้ำซาก,
พูดดักคอ,
พูดดีเป็นศรีแก่ปาก,
พูดแดกดัน,
พูดตรงๆ,
พูดตรงไปตรงมา,PUt3 troŋ1 paj1 troŋ1 mA-1
พูดตลก,PUt3 ta-2 lok2
พูดตัดบท,
พูดตาม,
พูดติดอ่าง,PUt3 tit2 ʔAŋ2
พูดถากถาง,
พูดถึง,PUt3 Tɯŋ5
พูดทิ่มแทง,
พูดทีเล่นทีจริง,
พูดเท็จ,PUt3 Tet4
พูดแทรก,
พูดโทรศัพท์,PUt3 TO-1 ra-4 sap2
